time,author,messsage
1:00:40,Manfei Hu,E has a punch of hojicha!
1:00:40,Tova Holmberger,I love E
1:00:41,G Donaldson,I thought grapes for C
1:00:41,Berry Dickson,E is old used motor oil
1:00:41,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:41,Cam S,"I got death, and depression from E"
1:00:42,Chris Brown,E tastes like kippers
1:00:42,mattscarf,Paper wrappings of a mummy e
1:00:42,Eileen,E is christmas stollen
1:00:43,Kyle Robson,sugar puffs cereal for E
1:00:43,Lou Fox,chocolate
1:00:43,ShaneAnderson,Bouncing like that makes my tongue feel electric
1:00:43,DancingSpacePotato,Yeah! I just just went E B when you said that and I shook my head it was so bright
1:00:44,Jacob Strowd,"I don't like going from ""E"" to ""D"""
1:00:44,Harris Chalk,e istant coffee
1:00:44,Ragoom,Haye Festival
1:00:44,Sun Don't Shine Designs,I like C and D
1:00:45,Connor Lundrigan,i love E
1:00:45,Marc Hochheimer,Wow what a difference
1:00:46,Julius,C is like a herb tee
1:00:46,Tim Ineson,D - Rosehip
1:00:46,Samuel Anandan,Wow this chat is so fast
1:00:46,J,E = CARDBOARD
1:00:47,Short grain rice,Cornflower in B and C
1:00:47,Miscellaneous,C is rehydrated dried fruit soup
1:00:47,Thomas Ertresvåg,"E must be made from bark, no?"
1:00:47,Rmg12,petrol pump
1:00:47,Ponder Productions,D is coffee from that farm from the nursery rhymes
1:00:47,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:48,Steve Yadlowsky,A has more cocoa after E
1:00:48,Brian Hamilton,"James, this is one of the COOLEST things I’ve ever done!!"
1:00:48,David Darnes,I think E is the bisto from the cupboard :face_with_tears_of_joy:
1:00:48,Brew,E is actually popcorn
1:00:48,Alex Moss,My wife is close to killing me for the slurping
1:00:48,Lou Fox,pasta
1:00:48,Eddie Cianci,E reminds me of a chicory blend we had from New Orleans
1:00:48,Ainurak,"A,B are Kenyans"
1:00:48,Albert C.,"I'm not tasting, is E like that weird Japanese coffee you had?"
1:00:49,Arnout Audenaert,E almost cleanses the palate
1:00:49,Christina Hauck,E=marriage of Starbucks and Hoffman
1:00:49,Henry Wilson,E is rubber
1:00:49,Hugo Ferreira,E is starting to grow on me
1:00:49,LetsKranx,E is maybe freshly roasted?
1:00:49,Ken Gallego,Green Pepper on A
1:00:49,Andrew Spencer,A reminds me of a root vegetable
1:00:49,DoNotChris,E explodes with nuttiness and somehow bark
1:00:49,Laura Kohler,abc taste like jalepeno compared to e
1:00:49,Bilaal Ismail,im new to coffee tasting but this is really fun
1:00:49,Raven,D is natural process e is robusta-ey
1:00:50,K Christiansen,D Raspberry chocolate fart
1:00:50,Ryan Bensinger,Lol someone said spaghetti
1:00:51,Alec Watson,I got cobweb on e
1:00:51,Harry T Dyer,is E robusta?
1:00:51,Sam Young,e is instant coffee formed into a bean shape
1:00:52,Gustaf,E is like a museum with stuff ftom the cold war
1:00:52,Tova Holmberger,stouty
1:00:53,Vicky L,E reminds me of popcorn tea but more grassy
1:00:53,Zan Sum,E: old man's socks
1:00:53,Chris James,"D tastes like bin, compost"
1:00:54,D R,E = an irish navvy laying tarmac
1:00:54,Sameea Zia,BANANA PEELS
1:00:54,Jussi Pardoe,"E tastes like Genmaicha green tea to me, like puffed brown rice"
1:00:54,Nevgül Güven,E: Green tea with roasted rice
1:00:54,Justin Penner,E IS LITERALLY A BOWL OF RAMEN
1:00:54,Łukasz Szłapa,E is coffee from my office :winking_face:
1:00:55,Eric Thomas,E made everything pop more!
1:00:55,cameronbatko,"Over $10,000 in donations!!!!!!!!!"
1:00:55,Drew Morone,E tastes like hospital waste and lawn clippings
1:00:56,Eric Hilgendorf,you said gas station and not it tastes sooo familiar
1:00:56,Cody Powers,E tastes like old upholstery
1:00:56,Mapstofind,D tastes ethiopian
1:00:56,Will Humphreys,Going from E to B makes B unbearibly acidic for me
1:00:56,jarrad huxtable,getting green bean from a
1:00:57,adabbadon,"popped rice, genmicha tea"
1:00:57,G Donaldson,burnt orange for A?
1:00:57,Conor McLaughlin,E reminded me of the smell of old books in a library.
1:00:57,Christian Smith,C I'm getting grape
1:00:57,Ainurak,"C,D Ethiopians"
1:00:58,Michael Wood,A with C is on poiny
1:00:58,Arlow,D is my Fav
1:00:58,Raghav Chaudhary,"115%, well done Team Square Mile, Cheers James"
1:00:58,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:58,raihan _,love the question re: blooming on E!
1:00:58,Saty Gupta,E is like brewed coffee at a gas station
1:00:58,Flaplo,"E is a Scandinavian cottage coffee, which only tastes good because you're in a cold, snowy wood"
1:00:58,Michael Frontz,"E is definitely not bad to me, but I don't love it"
1:00:59,fionnuala kirbyf,E is very difficult to taste!!!
1:00:59,MoonlightBuilds CY,B is Tilda Swinton
1:00:59,chibitimwin,loving the side by side tasting approach this time
1:00:59,Joe Harding,d is very earl grey
1:00:59,Appy_Vally,E pp poo poo
1:00:59,rionniel viray,E Tastes like tobacco or like the smoke of it
1:01:00,Cian,"A: Watermelon, Juniper, Citrus"
1:01:01,FilmBandit,Everytime i taste E it wont leave my mouth
1:01:01,Ben Moon,moth balll from casket =ne
1:01:01,Casper Meenink,Thanks James for getting me into coffee :slightly_smiling_face:
1:01:02,Connor Fleming,A lot of what I don't like in E are flavours I love in scotch
1:01:02,Sameea Zia,CORN GLAKES
1:01:02,Patrick O'Gara,After E I get a sweetgrassy thing happening in A
1:01:02,Nick Kasper,E is soy sauce all the way
1:01:03,Matt Stuart-White,E is very very late Marlon Brando
1:01:03,Benito Alvarez,E is like tree bark
1:01:03,Amantha Cook,The aroma of E was very soy heavy or Nori smelling. The taste was just acrid...
1:01:03,Theodore Van Winkle,E reminds me of my time in Thailand. Very east-Asian.
1:01:03,ab,is E robusta?
1:01:03,Alvin,E=burnt nuts
1:01:04,BevGeek,WOW! The acidity of the other coffees is really cranked up after tasting E!
1:01:04,Zarak Yusufzai,E reminds me of card board and coal soaked in boiling water
1:01:04,"Yes, have some",E is tobacco and rubber
1:01:04,Harry T Dyer,love B now I've had e first
1:01:04,Calvin Rey,Is E robusta?
1:01:04,Laura Uzcátegui,my favourite E
1:01:06,Peter,E = INSTANT COFFEE
1:01:06,Luc,"C = sticky fingers, hard boiled sweets left in the sun. that sort of heavy sugary ness"
1:01:06,outandabout,don't make me taste E again :nauseated_face:
1:01:07,Callum Haines,"They all taste similar to me, some are more bitter than others"
1:01:07,Aquarion Avenell,"If you did that, health and safety would have shot you"
1:01:07,Natalie Hargrave,E tastes like how B&Q smells...
1:01:07,Aaron Haag,can we buy E from Square Mile going forward?
1:01:07,Adam Jones,E reminds me of Snickers
1:01:07,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:01:08,Michael Arnoldy,A. Pickles
1:01:08,MPeckover,is E not decaf?????
1:01:08,Diana Lee,ah genaicha is E
1:01:09,lai shan yu,I love C:hot_beverage::grinning_squinting_face:
1:01:09,Alan Carson,E pains me
1:01:10,Josh Manley,E must be anaeorbic
1:01:10,John Corrales,Why did e bloom like it did?
1:01:10,Subs,E is like the Turkish coffee my parents drank in the 80s
1:01:11,Paul R,D beautiful fruit. Love :smiling_face_with_heart_eyes:
1:01:12,Gleb Baykalov,"I taste nuts in A, am I nuts?"
1:01:13,Toby Henderson,I like DCABE
1:01:13,Alvin,E=ash
1:01:13,lokiofspirit,is it worth spending as much money on E as much as the others if it's so similar to gas station coffee?
1:01:14,Karolina Pater,why I feel gooseberry all the time in B
1:01:14,HexarRF,E tastes STALE
1:01:15,DeluxGaming,Hahaha how james is hating E is kinda sweet
1:01:15,Chris James,"E tastes like beans, clay"
1:01:15,AndrewAlex92,10x more than last year!
1:01:16,Kolya Venturi,Definitely getting hot peppers on A now
1:01:16,Julian Berman,E is coffee from that guy that reviews 1950's military rations
1:01:16,Henry Compson,I've drunk too much coffee....
1:01:17,Seek-A-Critique,D to E: hold my beer
1:01:17,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:01:17,Patrick Wilson,E is the coffee I get for free at oil change places
1:01:18,John Corredor,celery in A
1:01:18,Matt Read,D IS UNCLE FUNKA
1:01:18,Grant R,I got a scent of smoky bacon (as in crisps) from e when I ground it
1:01:18,Gamze Yılmaz,go on we want it to go on
1:01:19,Patrick Foy,E tastes like church coffe
1:01:19,Stephen Wells,Remind people about not superchatting
1:01:19,Aaron Goding,LOVE D!!!!!
1:01:19,LatFlare,Never realiized how much I enjoy floral notes in my coffee until now
1:01:20,louispotonias,E is like an old suitcase in a wardrobe
1:01:20,MoonlightBuilds CY,C is Tilda Swinton for sure
1:01:20,MPeckover,is E decaf?
1:01:20,FilmBandit,SAVE THE CofFEEEFEEE
1:01:22,Natalie Hargrave,E tastes like how B&Q smells...
1:01:22,Kyle La Hara,b has so much frutiy apply acidity
1:01:22,Paul Bunker,I like E am I bad at coffee?
1:01:22,Scott Mucaro,E tastes like something very specific and I just cant place it
1:01:23,Michael Cutright,"how has no one had E before, its so distinct and the backstory in interesting"
1:01:24,Denizhan Erdem,E definitely tastes like popcorn to me.
1:01:24,StefanAntonio,how does brew technique change the taste of coffee and do they sort of change these taste notes? @James Hoffmann
1:01:25,Ryan Jansen van Rensburg,strawberry jam
1:01:25,Cameron Powell,A is asparagus
1:01:25,matthew dwyer,I want to like e because it reminds me of my grandfathers leather boot soaked in cheap bourdon.. but damn!
1:01:25,Declan Walsh,I love the beery flavour of B.
1:01:25,Sameea Zia,THANKS :pleading_face::backhand_index_pointing_right::backhand_index_pointing_left:
1:01:25,Sentrie,FUND THERAPY FOR E so much cyberbullying for E
1:01:27,Brett Fuller,E tastes like that aunt that smokes smells
1:01:27,Ian Phillip,C is helping me get past my dislike of floral coffees.
1:01:27,Rik Geijsels,Really thought E was A but overdevelopped
1:01:28,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:01:28,Callum Haines,They all taste similar to me is that right ?
1:01:28,Jaycycle,E is like tobacco
1:01:28,Sergey Maximov,E is like a Chicory for me
1:01:28,Garth,C for me :)
1:01:28,Andy Gait,E is over ripe bananas and cigarettes.
1:01:29,Fabio Bollinger,E is probably bulk-section at the grocery store
1:01:29,Mike Macfarlane,e i tadte... why would you do this to yourself
1:01:29,tekinsuleyman,B tastes like cuppa soup
1:01:29,IronicTager,Yeah why was the crust on E strange??
1:01:30,Alex Bryant,Everything tastes like tomato if you take a sip of E first
1:01:31,Matt Read,IS D UNCLE FUNKA JAMES?
1:01:31,redpandamaniacal,Were the coffees listed somewhere for us to guess?
1:01:32,slytown,Yra. Why did E bloom so much?
1:01:33,giang le,E is VietNam. VietNam vo dich
1:01:33,Garth,C
1:01:34,Garth,C
1:01:34,Garth,C
1:01:35,raszoar23,hi marco
1:01:35,Garth,C
1:01:35,EmC_98,E tastes like the scent of Keswick in the Lake District
1:01:36,Panupong Changchai,Hi from Thailand
1:01:36,Michael Cutright,aging!!!!
1:01:36,Gabriel tejeda,:)
1:01:37,tyler belcher,I feel like the coffee flies past the acidity (front of tongue) and body (middle of tongue) and goes straight to sweetsness/flavor
1:01:37,Garth,C
1:01:37,Neil Hutch,"DONT DONATE VIA YOUTUBE, GO TO THE JUST GIVING PAGE"
1:01:38,OowoO,E is when you leave and iron steamy in a room full of laundry
1:01:38,AL Carl,YES its burnt popcorn taht is exactly the flavour
1:01:39,Ross Elias,I'm getting baked beans from A tbh
1:01:39,Luke P,whats legal :grinning_face:
1:01:40,Denizhan Erdem,Definitely like genmaicha
1:01:40,Kristijonas Čyras,E tastes a bit like Hojicha (specific japanese tea)
1:01:40,Gamze Yılmaz,e is roubusta
1:01:42,Mike Macfarlane,d is lovely
1:01:42,lellefot,e is like smokey whisky to non-smokey.
1:01:42,Matt Read,IS D UNCLE FUNKA?
1:01:43,Bjornsides,"Swapping between E and the rest was a real ""wow moment."""
1:01:44,Brian Margolis,is E robusta?
1:01:44,Sameea Zia,JELLY BEANS
1:01:44,Aaron Haag,Can we buy E from Square Mile going forward
1:01:45,Michael Cutright,B is tempeh
1:01:45,Kyle Robson,sugar puffs cereal for E
1:01:45,TheJonathanmoore3,D is definitely my favorite
1:01:46,Matt Read,IS D UNCLE FUNKA?
1:01:47,Cian,"C & D the same? C washed, D natural? Ethiopia or Panama Geisha?"
1:01:47,Ricardo La Rosa,E is disgusting!
1:01:47,Lukas,d is like smoke
1:01:47,Josh Manley,bc its ANAEROBIC
1:01:48,Harris Chalk,E is like ijmsatnt coffee
1:01:48,Travis and Cara Self,D = blueberries
1:01:48,Jordan Morphew,I taste beansprouts in a
1:01:48,Arnaud Pascal,E smells like Wine !
1:01:48,Victoria Eshelby,"""A tastes like lemon water"""
1:01:48,PostScript31,E - Sesame Oil
1:01:48,Alex Bryant,"But E is also 100% barley tea, and a nice grainy body"
1:01:48,Aaron Goding,DID NOT LIKE A
1:01:49,Nicholas Semple,walnut in A
1:01:49,Luke Fox,I found d was peppery
1:01:49,Samuel Oemering,E = noodles
1:01:49,WrongBobby,D is just fermentation for me. Why?
1:01:49,Oliver Morgan,Is any coffee not acidic for acid reflux sufferers.
1:01:49,Josh Borrow,E tastes like kitty litter
1:01:49,MPeckover,is E decaf?
1:01:50,Chris Rushbrook,C is like blossoms
1:01:50,Jack Ryan Pipes,E tastes like new Converse
1:01:52,Matt Read,IS D UNCLE FUNKA?
1:01:52,Neil Hutch,D tastes like an IPA
1:01:52,Mike M,D is amazingly fruity
1:01:52,Cindy Perez,A tastes like bell peppers and tomatoes
1:01:52,Jang,D kub P Panupong.
1:01:52,Sameea Zia,TURKISH DELIGHT
1:01:53,Roger Liem,"lol, e bloom so much because that a frakin robusta"
1:01:53,Jefferson Casavant,D - rum funk.
1:01:53,AL Carl,I wrote Farm or meadow for D
1:01:53,redpandamaniacal,D is like olives or wine I feel
1:01:54,Nick R,I'm getting lot of coffee flavor from these.
1:01:55,Cody Powers,D tastes like raisins!
1:01:55,Sheldon Wong,D is blueberries
1:01:56,Michael Kammeyer,D tastes like a blueberry pie to me
1:01:56,Alec Watson,e is tobacco and cobweb
1:01:56,Jordan Faust,D taste like tart strawberry
1:01:56,Matty O'Connell,D is Hay
1:01:56,Love R Joshi,you can just giveaway your tasting spoons :beaming_face_with_smiling_eyes:
1:01:56,ydmf2,D is hibiscus
1:01:56,healthymonkeyful,love the funk. of D
1:01:57,Matthew Ly,E tastes like it was filmed in black and white
1:01:57,Nikkolas Zellers,E is burned carpet
1:01:57,Matt Read,IS D UNCLE FUNKA?
1:01:58,MoonlightBuilds CY,C is tilda swinton i'm telling u
1:01:59,Colette Leung,b after e tastes like chillies
1:02:00,Max White,C blue cheese?
1:02:00,Alin Dunoiu,A= BBQ ROASTED AUGERGINES
1:02:00,Harry T Dyer,it's robusta
1:02:00,Andrew Thomas Estrada,Roasted chilis on B
1:02:01,Cameron Holiman,D Tastes like blueberry muffins from a supermarket
1:02:01,MrKnuckleknob,interested how so many people like D. I think it tastes of SILAGE
1:02:01,Michael Cutright,C was giving me the smell of a sun drenched room
1:02:01,Alfred Mani,I can taste sweet chilli in A
1:02:01,Avery Cunningham,A tastes like asparagus
1:02:01,mattscarf,Keswick? Brilliant!
1:02:01,Pyther,"C is very morning coffee ish, something id actually dirnk everyday"
1:02:01,Ryan Oostland,E reminds me of a chicken that's been smoking cigars
1:02:02,Hung Cao Nguyen,D tastes like jackfruit
1:02:02,anagman,e is toasted rice like toasted rice tea
1:02:02,Certain deaf,B is battery terminals
1:02:02,Sameea Zia,MAPLE SYRUPY
1:02:03,John Black,e tastes like hotmetal
1:02:04,Saty Gupta,D has a kenyan peaberry note i feel
1:02:04,Apotheker,a is like socks
1:02:04,Kristýna Greňová,C is a bit like aloe or cactus to me :grinning_face: so lovely
1:02:04,Wes Webb,"after E, A becomes coppery"
1:02:04,John Rooks,A was super vegetal for me
1:02:04,Harris Chalk,E is like instant coffee
1:02:04,Elliot Hughes,"E = noodles, chow mein!"
1:02:04,Matty O'Connell,E is Popcorn
1:02:04,Andy Pierce,"I do hope £5 is still worth more than $3,never know with Brexit :grinning_face_with_sweat:"
1:02:05,btasko,d tastes like papaya
1:02:05,EqyFDcEkax9KYy,A is literally new car leather
1:02:06,Daphne de Waal,C: smoky cherry?
1:02:07,Thomas Nagy-Zambo,E is soy sauce!!
1:02:07,James Wilkinson,I thought E tasted of sugar puffs - the crazy cereal I ate when I was a child.
1:02:07,Jake Meaker,e is like eating savory spongecake
1:02:07,Dumitru Melenteanu,A is like a juicy tomato
1:02:08,Billy Chan,strawberry and elderflower D
1:02:08,Robin Smith,where to donate???
1:02:08,Leopold Fajtak,I love the plumy flavour of C and the Soy Sauce in D
1:02:08,ncobriens,D is blueberry
1:02:09,healthymonkeyful,c is chocolate orange
1:02:09,n_droid,"I noted ""E Smells/ tastes like a new car"" ...plasticy/rubbery prfectly described that"
1:02:09,AL Carl,"I don't know why but D just made me think of a far smell, and I like it"
1:02:09,Trudgemank95,D tastes like a wet martini with orange twist
1:02:09,Kevin John,a tastes like jalapeneos when compared to e
1:02:09,Keenan Pepper,D = durian
1:02:09,James Murgatroyd,C really pops
1:02:09,Simon Betts,D is my fave - fruit salad party!
1:02:09,Christopher Mulligan,A is Chinese red wine
1:02:10,Matty O'Connell,D IS HAY!
1:02:10,A Sad Peon,E is the future of coffee after climate change lol
1:02:10,asloan193,D Tastes like Lemon Zinger Tea
1:02:10,Ryan Winstead,E taste very grassy
1:02:10,Sameea Zia,GRANDMAS SOCKS
1:02:11,Connor Fleming,E reminds me so much of bad peated scotch
1:02:11,Adam Hooson,D = BUBBLEGUM
1:02:12,internetordinary,"Coffee A is giving me spice, like jalenpeno, as it cools."
1:02:12,slytown,Would A be more chocolatey than the others?
1:02:12,Einar A,burnt Popcorn for E was spot on
1:02:12,Amantha Cook,D would make a perfect Valentine's Day Roast
1:02:12,Nicholas Welna,D tastes like summers at my grandparents house
1:02:13,Karolina Pater,again B gooseberries
1:02:13,Mapstofind,It's wild how different they taste now that they're cool
1:02:13,Mikkel Petersen,didn't taste a lot of acid in A
1:02:13,gamerman315,e is atm
1:02:13,Duncan O'Hehir,A - butternut squash
1:02:14,Tiffany Rose,BARLEY TEA EEE
1:02:14,Joshua Liu,tasted a lot of chocolate in A when it was hot
1:02:14,Ben Parry,D tasted of WINE!
1:02:14,Sentrie,Sure A gets snickers and E gets gas station
1:02:14,Tom Davies,E= Frazle crisps
1:02:14,kem,"e is not processed , i guess"
1:02:14,Jean Wire,caramel
1:02:14,Cam S,A gave me spaghetti sauce
1:02:15,Could Be Dreaming,Burnt popcorn and peanut shells in e
1:02:16,Lincoln Machado Domingues,E is coffea canephora
1:02:16,Chris James,E kidney beans
1:02:17,alca7AZ,The Coffee D has some Grape sweetness
1:02:18,IronicTager,c is juicy
1:02:18,Iffa Nf,pleae tell us when you will reveal
1:02:18,Josiah Frias,A tastes like roasted asparagus
